"UNION","ISO_TER1","MRGID_EEZ","habitat","total","all_mpas","world_area","global_fraction","LPHPI","GPHPI","Target_analysis"
"Northern Mariana Islands","MNP",48980,"saltmarshes",0,0,224557,0,NA,NA,NA
"Kuril Islands",NA,48950,"saltmarshes",0,0,224557,0,NA,NA,NA
"Senegal","SEN",8371,"saltmarshes",0,0,224557,0,NA,NA,NA
"Jordan","JOR",8491,"saltmarshes",0,0,224557,0,NA,NA,NA
"Saudi Arabia","SAU",8356,"saltmarshes",424,0,224557,0.0018881704677836,0,0,-0.00056645114033508
"Serranilla Bank",NA,48984,"saltmarshes",0,0,224557,0,NA,NA,NA
"French Guiana","GUF",8462,"saltmarshes",0,0,224557,0,NA,NA,NA
"Senkaku Islands",NA,48954,"saltmarshes",0,0,224557,0,NA,NA,NA
"Hawaii",NA,8453,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Iran","IRN",8469,"saltmarshes",18330.025390625,3576,224557,0.0816278599441077,0.195089746129264,0.0159247584735711,-0.00856359950966119
"Crozet Islands","ATF",8385,"saltmarshes",0,0,224557,0,NA,NA,NA
"Georgia","GEO",5678,"saltmarshes",5,1,224557,2.22661611766934e-05,0.2,4.45323223533868e-06,-2.22661611766934e-06
"Guinea-Bissau","GNB",8471,"saltmarshes",0,0,224557,0,NA,NA,NA
"Turks and Caicos Islands","TCA",8405,"saltmarshes",0,0,224557,0,NA,NA,NA
"Mauritania","MRT",8369,"saltmarshes",12154.77734375,2615,224557,0.0541280462805517,0.215141744356562,0.0116452022954106,-0.00459321158875488
"Micronesia","FSM",8316,"saltmarshes",0,0,224557,0,NA,NA,NA
"New Caledonia","NCL",8312,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Mexico","MEX",8429,"saltmarshes",15303.4111328125,11278.4111328125,224557,0.0681496437672814,0.736986743343131,0.0502253840200432,0.0297804908898588
"Portugal","PRT",5688,"saltmarshes",200.127670288086,186.102691650391,224557,0.000891214992510135,0.929919842580959,0.000828758505540815,0.000561394007787775
"Wallis and Futuna","WLF",8454,"saltmarshes",0,0,224557,0,NA,NA,NA
"Macquarie Island",NA,8311,"saltmarshes",0,0,224557,0,NA,NA,NA
"Saint Kitts and Nevis","KNA",8413,"saltmarshes",0,0,224557,0,NA,NA,NA
"United Arab Emirates","ARE",8360,"saltmarshes",48.9770317077637,8.97703266143799,224557,0.000218106096392218,0.18329066397903,3.99768112256038e-05,-2.54550176920615e-05
"Saint Helena","SHN",8380,"saltmarshes",0,0,224557,0,NA,NA,NA
"United Kingdom","GBR",5696,"saltmarshes",609,552,224557,0.00271201843132125,0.9064039408867,0.00245818419390695,0.00164457866451057
"Uruguay","URY",8467,"saltmarshes",307,201,224557,0.00136714229624897,0.654723127035831,0.000895099679303074,0.000484956990428382
"Thailand","THA",8332,"saltmarshes",0,0,224557,0,NA,NA,NA
"Latvia","LVA",5683,"saltmarshes",10,9,224557,4.45323223533868e-05,0.9,4.00790901180481e-05,2.67193934120321e-05
"Bulgaria","BGR",5672,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Suriname","SUR",8461,"saltmarshes",120,120,224557,0.000534387868240641,1,0.000534387868240641,0.000374071507768449
"Sudan","SDN",8355,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Togo","TGO",8392,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cape Verde","CPV",8362,"saltmarshes",0,0,224557,0,NA,NA,NA
"Kenya","KEN",8349,"saltmarshes",2,0,224557,8.90646447067736e-06,0,0,-2.67193934120321e-06
"Angola","AGO",8478,"saltmarshes",3.01175737380981,1,224557,1.34120550220688e-05,0.332032058324479,4.45323223533868e-06,4.29615728718035e-07
"Easter Island",NA,21787,"saltmarshes",0,0,224557,0,NA,NA,NA
"Réunion","REU",8338,"saltmarshes",0,0,224557,0,NA,NA,NA
"Tuvalu","TUV",8326,"saltmarshes",0,0,224557,0,NA,NA,NA
"Norway","NOR",5686,"saltmarshes",50,13,224557,0.000222661611766934,0.26,5.78920190594028e-05,-8.90646447067735e-06
"Puerto Rico","PRI",33179,"saltmarshes",66,12,224557,0.000293913327532353,0.181818181818182,5.34387868240641e-05,-3.47352114356417e-05
"Jamaica","JAM",8459,"saltmarshes",0,0,224557,0,NA,NA,NA
"East Timor","TLS",8758,"saltmarshes",0,0,224557,0,NA,NA,NA
"Andaman and Nicobar",NA,8333,"saltmarshes",0,0,224557,0,NA,NA,NA
"Azores",NA,8361,"saltmarshes",0,0,224557,0,NA,NA,NA
"Myanmar","MMR",8482,"saltmarshes",0,0,224557,0,NA,NA,NA
"Federal Republic of Somalia","SOM",8350,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Romania","ROU",5689,"saltmarshes",55,55,224557,0.000244927772943627,1,0.000244927772943627,0.000171449441060539
"Canada","CAN",8493,"saltmarshes",68231.53125,37019.59765625,224557,0.303850854429018,0.542558505987655,0.164856865622081,0.0737016092933752
"Algeria","DZA",8378,"saltmarshes",1,1,224557,4.45323223533868e-06,1,4.45323223533868e-06,3.11726256473707e-06
"South Africa","ZAF",8396,"saltmarshes",1036.74475097656,204.224899291992,224557,0.00461686514486699,0.196986673045243,0.000909460904785894,-0.000475598638674202
"Tonga","TON",8448,"saltmarshes",2,0,224557,8.90646447067736e-06,0,0,-2.67193934120321e-06
"Djibouti","DJI",8352,"saltmarshes",0,0,224557,0,NA,NA,NA
"Sint-Maarten","SXM",21803,"saltmarshes",0,0,224557,0,NA,NA,NA
"Greece","GRC",5679,"saltmarshes",135,105,224557,0.000601186351770721,0.777777777777778,0.000467589384710561,0.000287233479179345
"Slovenia","SVN",5692,"saltmarshes",3.96954083442688,0.96954083442688,224557,1.7677287203363e-05,0.244245083969986,4.31759049734694e-06,-9.85595663661951e-07
"Colombia","COL",8426,"saltmarshes",0,0,224557,0,NA,NA,NA
"Nicaragua","NIC",8425,"saltmarshes",785.44970703125,530.666015625,224557,0.00349778995458888,0.675620616921163,0.00236317900697999,0.00131384202060332
"Turkey","TUR",5697,"saltmarshes",266,142,224557,0.00118455977460009,0.533834586466165,0.000632358977418092,0.000276991045038066
"Sri Lanka","LKA",8346,"saltmarshes",75,37,224557,0.000333992417650401,0.493333333333333,0.000164769592707531,6.45718674124108e-05
"New Zealand","NZL",8455,"saltmarshes",207,50,224557,0.000921819072715106,0.241545893719807,0.000222661611766934,-5.3884110047598e-05
"Cook Islands","COK",8446,"saltmarshes",2,0,224557,8.90646447067736e-06,0,0,-2.67193934120321e-06
"Brunei","BRN",26521,"saltmarshes",0,0,224557,0,NA,NA,NA
"Abu musa, Greater and Lesser Tunb","ARE",48947,"saltmarshes",0,0,224557,0,NA,NA,NA
"Jersey","JEY",21789,"saltmarshes",0,0,224557,0,NA,NA,NA
"China","CHN",8486,"saltmarshes",5389.8935546875,240,224557,0.0240024477227785,0.044527781034057,0.00106877573648128,-0.00613195858035228
"Amsterdam and Saint Paul Islands","ATF",8386,"saltmarshes",0,0,224557,0,NA,NA,NA
"Croatia","HRV",5673,"saltmarshes",102.626388549805,100.025405883789,224557,0.000457019141686384,0.974655810237795,0.000445436361834524,0.000308330619328609
"Iraq","IRQ",8470,"saltmarshes",6521.32373046875,23.5786418914795,224557,0.0290409690536025,0.00361562205251612,0.000105001168136643,-0.00860728954794411
"Chile","CHL",8465,"saltmarshes",664.777465820312,377,224557,0.00296040844011777,0.567107068731331,0.00167886855272268,0.000790746020687351
"Netherlands","NLD",5668,"saltmarshes",140.69596862793,132.946380615234,224557,0.000626551822876097,0.944919615762483,0.000592041107727365,0.000404075560864536
"Ivory Coast","CIV",8473,"saltmarshes",0,0,224557,0,NA,NA,NA
"Grenada","GRD",8419,"saltmarshes",0,0,224557,0,NA,NA,NA
"Falkland Islands","FLK",8389,"saltmarshes",0,0,224557,0,NA,NA,NA
"Norfolk Island","NFK",8310,"saltmarshes",0,0,224557,0,NA,NA,NA
"Guadeloupe","GLP",33177,"saltmarshes",0,0,224557,0,NA,NA,NA
"Bahamas","BHS",8404,"saltmarshes",326,304,224557,0.00145175370872041,0.932515337423313,0.00135378259954296,0.000918256486926835
"Qatar","QAT",8468,"saltmarshes",2.47692775726318,0.476927876472473,224557,1.10303345332495e-05,0.192548157722389,2.12387059343884e-06,-1.18522976653602e-06
"United States","USA",8456,"saltmarshes",17186.779296875,5537.99072265625,224557,0.0765367195864952,0.322223880751363,0.0246619588051393,0.0017009429291908
"Brazil","BRA",8464,"saltmarshes",2915,979,224557,0.0129811719660122,0.335849056603774,0.00435971435839657,0.000465362768592892
"South Korea","KOR",8327,"saltmarshes",225,36,224557,0.0010019772529512,0.16,0.000160316360472192,-0.000140276815413168
"Heard and McDonald Islands","HMD",8388,"saltmarshes",0,0,224557,0,NA,NA,NA
"Trinidade",NA,8381,"saltmarshes",0,0,224557,0,NA,NA,NA
"Wake Island","UMI",8319,"saltmarshes",0,0,224557,0,NA,NA,NA
"Western Sahara","ESH",8368,"saltmarshes",1.22260272502899,0,224557,5.44453386611201e-06,0,0,-1.6333601598336e-06
"Greenland","GRL",8438,"saltmarshes",3907,2801,224557,0.0173987783434682,0.716918351676478,0.0124735034911836,0.00725386998814317
"Galapagos",NA,8403,"saltmarshes",9,9,224557,4.00790901180481e-05,1,4.00790901180481e-05,2.80553630826337e-05
"Haiti","HTI",8408,"saltmarshes",0,0,224557,0,NA,NA,NA
"Howland and Baker islands","UMI",8451,"saltmarshes",0,0,224557,0,NA,NA,NA
"Papua New Guinea","PNG",8324,"saltmarshes",0,0,224557,0,NA,NA,NA
"Alaska",NA,8463,"saltmarshes",1613.27453613281,624,224557,0.00718428616875768,0.386790955924832,0.00277881691485133,0.000623531064224031
"Saint-Barthélemy","BLM",48952,"saltmarshes",0,0,224557,0,NA,NA,NA
"Tanzania","TZA",8479,"saltmarshes",5973,3443,224557,0.0265991561416779,0.576427255985267,0.0153324785862711,0.00735273174376769
"Sierra Leone","SLE",8390,"saltmarshes",0,0,224557,0,NA,NA,NA
"Bangladesh","BGD",8481,"saltmarshes",0,0,224557,0,NA,NA,NA
"Fiji","FJI",8325,"saltmarshes",1295,154,224557,0.00576693574476359,0.118918918918919,0.000685797764242156,-0.00104428295918692
"Israel","ISR",8375,"saltmarshes",0,0,224557,0,NA,NA,NA
"El Salvador","SLV",8428,"saltmarshes",0,0,224557,0,NA,NA,NA
"French Polynesia","PYF",8440,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cayman Islands","CYM",8407,"saltmarshes",0,0,224557,0,NA,NA,NA
"Maldives","MDV",8345,"saltmarshes",0,0,224557,0,NA,NA,NA
"Tunisia","TUN",8366,"saltmarshes",2,1,224557,8.90646447067736e-06,0.5,4.45323223533868e-06,1.78129289413547e-06
"Nauru","NRU",8317,"saltmarshes",0,0,224557,0,NA,NA,NA
"Trinidad and Tobago","TTO",8420,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cocos Islands","CCK",8308,"saltmarshes",0,0,224557,0,NA,NA,NA
"Martinique","MTQ",33178,"saltmarshes",0,0,224557,0,NA,NA,NA
"Costa Rica","CRI",8424,"saltmarshes",6,4,224557,2.67193934120321e-05,0.666666666666667,1.78129289413547e-05,9.79711091774509e-06
"Kuwait","KWT",8357,"saltmarshes",11340.650390625,1358.42138671875,224557,0.0505025498892374,0.119783375726115,0.0060493659085094,-0.00910139905826182
"South Georgia and the South Sandwich Islands","SGS",8383,"saltmarshes",0,0,224557,0,NA,NA,NA
"Guernsey","GGY",21788,"saltmarshes",0,0,224557,0,NA,NA,NA
"Indonesia","IDN",8492,"saltmarshes",0,0,224557,0,NA,NA,NA
"Ireland","IRL",5681,"saltmarshes",99,88,224557,0.000440869991298529,0.888888888888889,0.000391884436709804,0.000259623439320245
"Marshall Islands","MHL",8318,"saltmarshes",0,0,224557,0,NA,NA,NA
"Antarctica","ATA",8489,"saltmarshes",0,0,224557,0,NA,NA,NA
"Malta","MLT",5685,"saltmarshes",0,0,224557,0,NA,NA,NA
"Glorioso Islands",NA,48945,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cambodia","KHM",8331,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Republic of Mauritius","MUS",8343,"saltmarshes",0,0,224557,0,NA,NA,NA
"Guam","GUM",48957,"saltmarshes",0,0,224557,0,NA,NA,NA
"Saint Lucia","LCA",8416,"saltmarshes",0,0,224557,0,NA,NA,NA
"Solomon Islands","SLB",8314,"saltmarshes",0,0,224557,0,NA,NA,NA
"Eritrea","ERI",8351,"saltmarshes",0,0,224557,0,NA,NA,NA
"Ecuador","ECU",8431,"saltmarshes",642.020751953125,498.014343261719,224557,0.00285906750835403,0.775698202506202,0.00221777352707411,0.0013600532745679
"Morocco","MAR",8367,"saltmarshes",68,68,224557,0.00030281979200303,1,0.00030281979200303,0.000211973854402121
"Comores","COM",8334,"saltmarshes",0,0,224557,0,NA,NA,NA
"Jan Mayen","SJM",8437,"saltmarshes",0,0,224557,0,NA,NA,NA
"Malaysia","MYS",8483,"saltmarshes",0,0,224557,0,NA,NA,NA
"Prince Edward Islands",NA,8384,"saltmarshes",0,0,224557,0,NA,NA,NA
"Madeira",NA,8363,"saltmarshes",0,0,224557,0,NA,NA,NA
"France","FRA",5677,"saltmarshes",803,771,224557,0.00357594548497696,0.960149439601494,0.00343344205344612,0.00236065840795303
"Europa Island","ATF",8341,"saltmarshes",0,0,224557,0,NA,NA,NA
"Guinea","GIN",8472,"saltmarshes",0,0,224557,0,NA,NA,NA
"Dominican Republic","DOM",8409,"saltmarshes",0,0,224557,0,NA,NA,NA
"Bermuda","BMU",8402,"saltmarshes",0,0,224557,0,NA,NA,NA
"Antigua and Barbuda","ATG",8414,"saltmarshes",27,23,224557,0.000120237270354144,0.851851851851852,0.00010242434141279,6.63531603065463e-05
"Svalbard","SJM",33181,"saltmarshes",0,0,224557,0,NA,NA,NA
"Yemen","YEM",8353,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Mozambique","MOZ",8347,"saltmarshes",0,0,224557,0,NA,NA,NA
"Collectivity of Saint Martin","MAF",8495,"saltmarshes",0,0,224557,0,NA,NA,NA
"Saint Vincent and the Grenadines","VCT",8421,"saltmarshes",0,0,224557,0,NA,NA,NA
"Jarvis Island","UMI",8442,"saltmarshes",0,0,224557,0,NA,NA,NA
"Kerguélen","ATF",8387,"saltmarshes",0,0,224557,0,NA,NA,NA
"Liberia","LBR",8391,"saltmarshes",0,0,224557,0,NA,NA,NA
"Venezuela","VEN",8433,"saltmarshes",2582,380,224557,0.0114982456316445,0.147172734314485,0.0016922282494287,-0.00175724544006464
"Dominica","DMA",8417,"saltmarshes",0,0,224557,0,NA,NA,NA
"Christmas Island","CXR",8309,"saltmarshes",0,0,224557,0,NA,NA,NA
"United States Virgin Islands","VIR",33180,"saltmarshes",0,0,224557,0,NA,NA,NA
"Navassa Island",NA,48951,"saltmarshes",0,0,224557,0,NA,NA,NA
"Lithuania","LTU",5684,"saltmarshes",1,1,224557,4.45323223533868e-06,1,4.45323223533868e-06,3.11726256473707e-06
"Taiwan","TWN",8321,"saltmarshes",49,1,224557,0.000218208379531595,0.0204081632653061,4.45323223533868e-06,-6.10092816241399e-05
"Sint-Eustatius","BES",26526,"saltmarshes",0,0,224557,0,NA,NA,NA
"Montenegro","MNE",5691,"saltmarshes",1.08984375,1.08984375,224557,4.85332731898239e-06,1,4.85332731898239e-06,3.39732912328767e-06
"Denmark","DNK",5674,"saltmarshes",302,295,224557,0.00134487613507228,0.97682119205298,0.00131370350942491,0.000910240668903226
"Palau","PLW",8315,"saltmarshes",0,0,224557,0,NA,NA,NA
"Chagos Archipelago",NA,62589,"saltmarshes",0,0,224557,0,NA,NA,NA
"Juan de Nova Island","ATF",8339,"saltmarshes",0,0,224557,0,NA,NA,NA
"Benin","BEN",8393,"saltmarshes",0,0,224557,0,NA,NA,NA
"Vanuatu","VUT",8313,"saltmarshes",2,0,224557,8.90646447067736e-06,0,0,-2.67193934120321e-06
"Tristan Da Cunha","SHN",8382,"saltmarshes",0,0,224557,0,NA,NA,NA
"Lebanon","LBN",8374,"saltmarshes",0,0,224557,0,NA,NA,NA
"Ukraine","UKR",5695,"saltmarshes",4,2,224557,1.78129289413547e-05,0.5,8.90646447067736e-06,3.56258578827094e-06
"Niue","NIU",8447,"saltmarshes",0,0,224557,0,NA,NA,NA
"Line Group","KIR",8441,"saltmarshes",0,0,224557,0,NA,NA,NA
"India","IND",8480,"saltmarshes",2157.73291015625,2147.73291015625,224557,0.00960888575075895,0.995365506104611,0.00956435342840556,0.00668168770317788
"Poland","POL",5687,"saltmarshes",8,7,224557,3.56258578827094e-05,0.875,3.11726256473707e-05,2.04848682825579e-05
"Germany","DEU",5669,"saltmarshes",206.697799682617,201.697799682617,224557,0.000920473304520207,0.975810095667794,0.000898207143343513,0.000622065151987451
"Argentina","ARG",8466,"saltmarshes",4769.22265625,1999,224557,0.0212384560703201,0.419145874303088,0.00890201123844202,0.002530474417346
"Hala'ib Triangle","SDN",26582,"saltmarshes",0,0,224557,0,NA,NA,NA
"Singapore","SGP",8485,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cyprus","CYP",8376,"saltmarshes",20,18,224557,8.90646447067735e-05,0.9,8.01581802360962e-05,5.34387868240641e-05
"Ascension","SHN",8379,"saltmarshes",0,0,224557,0,NA,NA,NA
"Belize","BLZ",8457,"saltmarshes",0,0,224557,0,NA,NA,NA
"Montserrat","MSR",8415,"saltmarshes",0,0,224557,0,NA,NA,NA
"Japan","JPN",8487,"saltmarshes",9,5,224557,4.00790901180481e-05,0.555555555555556,2.22661611766934e-05,1.0242434141279e-05
"Aruba","ABW",26519,"saltmarshes",0,0,224557,0,NA,NA,NA
"Honduras","HND",8427,"saltmarshes",30.5503177642822,20.3339805603027,224557,0.000136047659867741,0.665589821919172,9.055193770389e-05,4.97376397435676e-05
"Canary Islands",NA,8364,"saltmarshes",3,2,224557,1.3359696706016e-05,0.666666666666667,8.90646447067736e-06,4.89855545887255e-06
"Samoa","WSM",8445,"saltmarshes",0,0,224557,0,NA,NA,NA
"Tokelau","TKL",8449,"saltmarshes",0,0,224557,0,NA,NA,NA
"Curaçao","CUW",26517,"saltmarshes",0,0,224557,0,NA,NA,NA
"Namibia","NAM",8395,"saltmarshes",214.243515014648,148.775100708008,224557,0.000954076127275496,0.694420555496563,0.000662530074288659,0.00037630723610601
"Barbados","BRB",8418,"saltmarshes",0,0,224557,0,NA,NA,NA
"Peru","PER",8432,"saltmarshes",281.979278564453,45.9856491088867,224557,0.00125571921300077,0.163081660975225,0.000204784774974668,-0.000171930988925562
"Sweden","SWE",5694,"saltmarshes",358,174,224557,0.00159425714025125,0.486033519553073,0.00077486240894893,0.000296585266873556
"Egypt","EGY",8490,"saltmarshes",54,22,224557,0.000240474540708289,0.407407407407407,9.79711091774509e-05,2.58287469649643e-05
"American Samoa","ASM",8444,"saltmarshes",1,0,224557,4.45323223533868e-06,0,0,-1.3359696706016e-06
"Russia","RUS",5690,"saltmarshes",9329,3148,224557,0.0415442035234745,0.337442383963983,0.0140187750768462,0.0015555140198038
"Palmyra Atoll","UMI",8443,"saltmarshes",0,0,224557,0,NA,NA,NA
"Madagascar","MDG",8348,"saltmarshes",55,37,224557,0.000244927772943627,0.672727272727273,0.000164769592707531,9.12912608244429e-05
"Bonaire","BES",26520,"saltmarshes",0,0,224557,0,NA,NA,NA
"Albania","ALB",5670,"saltmarshes",57.91015625,47.91015625,224557,0.000257887374566,0.827318718381113,0.000213355052212613,0.000135988839842813
"Guatemala","GTM",8430,"saltmarshes",0,0,224557,0,NA,NA,NA
"Clipperton Island",NA,8401,"saltmarshes",0,0,224557,0,NA,NA,NA
"Gambia","GMB",8370,"saltmarshes",200,147,224557,0.000890646447067736,0.735,0.000654625138594786,0.000387431204474465
"Democratic Republic of the Congo","COD",8477,"saltmarshes",0,0,224557,0,NA,NA,NA
"Iceland","ISL",5680,"saltmarshes",30,6,224557,0.00013359696706016,0.2,2.67193934120321e-05,-1.3359696706016e-05
"Pitcairn","PCN",8439,"saltmarshes",0,0,224557,0,NA,NA,NA
"Ghana","GHA",8400,"saltmarshes",99,0,224557,0.000440869991298529,0,0,-0.000132260997389559
"Anguilla","AIA",8412,"saltmarshes",0,0,224557,0,NA,NA,NA
"Libya","LBY",8372,"saltmarshes",0,0,224557,0,NA,NA,NA
"Islas San Félix and San Ambrosio","CHL",22756,"saltmarshes",0,0,224557,0,NA,NA,NA
"Bouvet","BVT",NA,"saltmarshes",0,0,224557,0,NA,NA,NA
"Spain","ESP",5693,"saltmarshes",881.872314453125,845.897338867188,224557,0.00392718221817538,0.95920614016753,0.00376697729723057,0.00258882263177795
"Colombian Exclusive Economic Zone (Quitasueño)",NA,62598,"saltmarshes",0,0,224557,0,NA,NA,NA
"Saint-Pierre and Miquelon","SPM",8494,"saltmarshes",0,0,224557,0,NA,NA,NA
"Serrana Bank",NA,62596,"saltmarshes",0,0,224557,0,NA,NA,NA
"Italy","ITA",5682,"saltmarshes",445,423,224557,0.00198168834472571,0.950561797752809,0.00188371723554826,0.00128921073213055
"Belgium","BEL",3293,"saltmarshes",3.60623598098755,3.35582828521729,224557,1.6059406318772e-05,0.93056258739294,1.4944282695991e-05,1.01264608003594e-05
"Oman","OMN",8354,"saltmarshes",2.02296781539917,2.02296781539917,224557,9.00874548658825e-06,1,9.00874548658825e-06,6.30612184061177e-06
"Monaco","MCO",21790,"saltmarshes",0,0,224557,0,NA,NA,NA
"Bosnia and Herzegovina","BIH",22491,"saltmarshes",19.4040699005127,2.00505590438843,224557,8.64108295777281e-05,0.103331719307786,8.9289795870787e-06,-1.69942692862397e-05
"Bajo Nuevo Bank",NA,48985,"saltmarshes",0,0,224557,0,NA,NA,NA
"Oecusse",NA,21791,"saltmarshes",0,0,224557,0,NA,NA,NA
"Australia","AUS",8323,"saltmarshes",13235,4229,224557,0.0589385286347074,0.319531545145448,0.0188327191232473,0.00115116053283505
"Protected Zone established under the Torres Strait Treaty","PNG",21798,"saltmarshes",0,0,224557,0,NA,NA,NA
"Estonia","EST",5675,"seagrasses",10,7,321893,3.10711368945366e-05,0.7,2.17497958261756e-05,1.24284547578146e-05
"Mayotte","MYT",48944,"seagrasses",1477,1463,321893,0.00458920691932306,0.990521327014218,0.00454570732767071,0.00316894525187379
"Cameroon","CMR",8475,"seagrasses",0,0,321893,0,NA,NA,NA
"Finland","FIN",5676,"seagrasses",62,16,321893,0.000192641048746127,0.258064516129032,4.97138190312586e-05,-8.07849559257952e-06
"Bassas da India","ATF",8340,"seagrasses",0,0,321893,0,NA,NA,NA
"Faeroe","FRO",8435,"seagrasses",0,0,321893,0,NA,NA,NA
"Gilbert Islands","KIR",8488,"seagrasses",499,0,321893,0.00155044973103738,0,0,-0.000465134919311213
"Nigeria","NGA",8474,"seagrasses",8826.6142578125,1,321893,0.0274252939919761,0.000113293724047688,3.10711368945366e-06,-0.00822448108390337
"Pakistan","PAK",8359,"seagrasses",0,0,321893,0,NA,NA,NA
"Syria","SYR",8373,"seagrasses",13,0,321893,4.03924779628976e-05,0,0,-1.21177433888693e-05
"Philippines","PHL",8322,"seagrasses",15040,4369,321893,0.0467309898893831,0.290492021276596,0.013574979709223,-0.000444317257591875
"Bahrain","BHR",8358,"seagrasses",542.303833007812,71.2709503173828,321893,0.00168499966338177,0.131422545774918,0.000221446945391512,-0.000284052953623018
"British Virgin Islands","VGB",8411,"seagrasses",87.6639175415039,2,321893,0.000272381758264344,0.0228144036462107,6.21422737890732e-06,-7.55003001003958e-05
"Cuba","CUB",8406,"seagrasses",13918,6019,321893,0.0432448083298161,0.432461560569047,0.0187017172968216,0.00572827479787677
"Johnston Atoll","UMI",8452,"seagrasses",0,0,321893,0,NA,NA,NA
"Guyana","GUY",8460,"seagrasses",0,0,321893,0,NA,NA,NA
"Seychelles","SYC",8337,"seagrasses",18,6,321893,5.59280464101659e-05,0.333333333333333,1.8642682136722e-05,1.8642682136722e-06
"Phoenix Group","KIR",8450,"seagrasses",0,0,321893,0,NA,NA,NA
"Equatorial Guinea","GNQ",8398,"seagrasses",0,0,321893,0,NA,NA,NA
"Vietnam","VNM",8484,"seagrasses",272,28,321893,0.000845134923531396,0.102941176470588,8.69991833047025e-05,-0.000166541293754716
"Matthew and Hunter Islands",NA,48948,"seagrasses",0,0,321893,0,NA,NA,NA
"Panama","PAN",8423,"seagrasses",1805,96,321893,0.00560834020946386,0.053185595567867,0.000298282914187551,-0.00138421914865161
"Tromelin Island",NA,48946,"seagrasses",0,0,321893,0,NA,NA,NA
"Gabon","GAB",8476,"seagrasses",0,0,321893,0,NA,NA,NA
"Sao Tome and Principe","STP",8397,"seagrasses",1,0,321893,3.10711368945366e-06,0,0,-9.32134106836098e-07
"North Korea","PRK",8328,"seagrasses",11,0,321893,3.41782505839903e-05,0,0,-1.02534751751971e-05
"Saba","BES",26518,"seagrasses",2,2,321893,6.21422737890732e-06,1,6.21422737890732e-06,4.34995916523513e-06
"Northern Mariana Islands","MNP",48980,"seagrasses",4,1,321893,1.24284547578146e-05,0.25,3.10711368945366e-06,-6.21422737890732e-07
"Kuril Islands",NA,48950,"seagrasses",1,1,321893,3.10711368945366e-06,1,3.10711368945366e-06,2.17497958261756e-06
"Senegal","SEN",8371,"seagrasses",1484,488,321893,0.00461095671514923,0.328840970350404,0.00151627148045339,0.000132984465908617
"Jordan","JOR",8491,"seagrasses",3.98431611061096,0,321893,1.23797231303901e-05,0,0,-3.71391693911702e-06
"Saudi Arabia","SAU",8356,"seagrasses",21001.15625,336,321893,0.0652529800787303,0.0159991190961212,0.00104399019965643,-0.0185319038239627
"Serranilla Bank",NA,48984,"seagrasses",0,0,321893,0,NA,NA,NA
"French Guiana","GUF",8462,"seagrasses",0,0,321893,0,NA,NA,NA
"Senkaku Islands",NA,48954,"seagrasses",0,0,321893,0,NA,NA,NA
"Hawaii",NA,8453,"seagrasses",596,75,321893,0.00185183975891438,0.125838926174497,0.000233033526709025,-0.00032251840096529
"Iran","IRN",8469,"seagrasses",2716,287,321893,0.00843892078055614,0.105670103092784,0.000891741628873201,-0.00163993460529364
"Crozet Islands","ATF",8385,"seagrasses",0,0,321893,0,NA,NA,NA
"Georgia","GEO",5678,"seagrasses",0,0,321893,0,NA,NA,NA
"Guinea-Bissau","GNB",8471,"seagrasses",15357.23046875,8153.318359375,321893,0.047716661021548,0.530910724818903,0.0253332870888879,0.0110182887824235
"Turks and Caicos Islands","TCA",8405,"seagrasses",928,70,321893,0.002883401503813,0.0754310344827586,0.000217497958261756,-0.000647522492882143
"Mauritania","MRT",8369,"seagrasses",6,5,321893,1.8642682136722e-05,0.833333333333333,1.55355684472683e-05,9.94276380625172e-06
"Micronesia","FSM",8316,"seagrasses",1598,0,321893,0.00496516767574695,0,0,-0.00148955030272409
"New Caledonia","NCL",8312,"seagrasses",1516,1192,321893,0.00471038435321175,0.786279683377309,0.00370367951782876,0.00229056421186524
"Mexico","MEX",8429,"seagrasses",9790,5917,321893,0.0304186430197513,0.604392236976507,0.0183847917004973,0.00925919879457191
"Portugal","PRT",5688,"seagrasses",1,0,321893,3.10711368945366e-06,0,0,-9.32134106836098e-07
"Wallis and Futuna","WLF",8454,"seagrasses",0,0,321893,0,NA,NA,NA
"Macquarie Island",NA,8311,"seagrasses",0,0,321893,0,NA,NA,NA
"Saint Kitts and Nevis","KNA",8413,"seagrasses",57,50,321893,0.000177105480298859,0.87719298245614,0.000155355684472683,0.000102224040383025
