"UNION","ISO_TER1","MRGID_EEZ","habitat","total","all_mpas","world_area","global_fraction","LPHPI","GPHPI","Target_analysis"
"Serranilla Bank",NA,48984,"knolls_seamounts",14.0091161727905,0,72900319,1.92559134985305e-07,0,0,-5.77677404955916e-08
"French Guiana","GUF",8462,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Senkaku Islands",NA,48954,"knolls_seamounts",3117.76806640625,0,72900319,4.28545751599981e-05,0,0,-1.28563725479994e-05
"Hawaii",NA,8453,"knolls_seamounts",569725.8125,294463.0625,72900319,0.00783103718183727,0.516850484986583,0.00404747536538055,0.00169816421082938
"Iran","IRN",8469,"knolls_seamounts",2140.43408203125,0,72900319,2.94208521255274e-05,0,0,-8.82625563765821e-06
"Crozet Islands","ATF",8385,"knolls_seamounts",31849.52734375,31831.1640625,72900319,0.000437780468043738,0.999423436302467,0.000437528059718375,0.000306193919305254
"Georgia","GEO",5678,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Guinea-Bissau","GNB",8471,"knolls_seamounts",4440.39697265625,0,72900319,6.10344713756299e-05,0,0,-1.8310341412689e-05
"Turks and Caicos Islands","TCA",8405,"knolls_seamounts",8924.61328125,24,72900319,0.000122671251513617,0.0026891921524961,3.29886566907295e-07,-3.64714888871779e-05
"Mauritania","MRT",8369,"knolls_seamounts",841.152221679688,0,72900319,1.15618674440149e-05,0,0,-3.46856023320445e-06
"Micronesia","FSM",8316,"knolls_seamounts",608228.5625,393.644805908203,72900319,0.00836026801575351,0.000647198816658997,5.41075556674774e-06,-0.00250266964915931
"New Caledonia","NCL",8312,"knolls_seamounts",182417.9375,175932.65625,72900319,0.00250738446434102,0.964448226205825,0.00241824249904974,0.00166602715974743
"Mexico","MEX",8429,"knolls_seamounts",782061.8125,221514.484375,72900319,0.0107496536014551,0.283244215271028,0.00304477719877952,-0.000180118881657005
"Portugal","PRT",5688,"knolls_seamounts",67046,5703.30078125,72900319,0.000921565615202771,0.0850654890858515,7.83934297819274e-05,-0.000198076254778904
"Wallis and Futuna","WLF",8454,"knolls_seamounts",111873.9609375,0,72900319,0.00153773820416636,0,0,-0.000461321461249909
"Macquarie Island",NA,8311,"knolls_seamounts",109351.265625,54111.55078125,72900319,0.00150306306683329,0.494841559189773,0.000743778071552347,0.00029285915150236
"Saint Kitts and Nevis","KNA",8413,"knolls_seamounts",769.129516601562,5.82655620574951,72900319,1.05718956557815e-05,0.00757552022121638,8.00876093169626e-08,-3.0914810874175e-06
"United Arab Emirates","ARE",8360,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Saint Helena","SHN",8380,"knolls_seamounts",152455.6875,455.002746582031,72900319,0.0020955451397861,0.00298449178278135,6.25413725013901e-06,-0.000622409404685692
"United Kingdom","GBR",5696,"knolls_seamounts",6783.732421875,5703.98193359375,72900319,9.32442583112523e-05,0.840832388258791,7.84027924072699e-05,5.04295149138942e-05
"Uruguay","URY",8467,"knolls_seamounts",1293,0,72900319,1.77726387921305e-05,0,0,-5.33179163763916e-06
"Thailand","THA",8332,"knolls_seamounts",2334.22875976562,0,72900319,3.20846129973064e-05,0,0,-9.62538389919192e-06
"Latvia","LVA",5683,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Bulgaria","BGR",5672,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Suriname","SUR",8461,"knolls_seamounts",945.480224609375,0,72900319,1.29958843906302e-05,0,0,-3.89876531718906e-06
"Sudan","SDN",8355,"knolls_seamounts",5600.0185546875,27,72900319,7.69737873176255e-05,0.00482141259646356,3.71122387770707e-07,-2.27210138075169e-05
"Togo","TGO",8392,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Cape Verde","CPV",8362,"knolls_seamounts",44126.51953125,0,72900319,0.000606531084905491,0,0,-0.000181959325471647
"Kenya","KEN",8349,"knolls_seamounts",333.287567138672,0,72900319,4.58112880484422e-06,0,0,-1.37433864145326e-06
"Angola","AGO",8478,"knolls_seamounts",23212.158203125,0,72900319,0.00031905746583908,0,0,-9.5717239751724e-05
"Easter Island",NA,21787,"knolls_seamounts",337372.84375,336854.625,72900319,0.00463728204968495,0.998463958319111,0.0046301589911706,0.00323897437626511
"Réunion","REU",8338,"knolls_seamounts",73282.9375,600.214782714844,72900319,0.0010072940276982,0.00819037559342983,8.250116419867e-06,-0.000293938091889594
"Tuvalu","TUV",8326,"knolls_seamounts",218453.640625,50,72900319,0.00300270506392422,0.000228881513976828,6.87263681056865e-07,-0.000900124255496209
"Norway","NOR",5686,"knolls_seamounts",7600,814,72900319,0.000104464079520643,0.107105263157895,1.11886527276058e-05,-2.01505711285873e-05
"Puerto Rico","PRI",33179,"knolls_seamounts",20089.130859375,147.630142211914,72900319,0.000276130600472943,0.00734875705899538,2.02921669943017e-06,-8.08099634424526e-05
"Jamaica","JAM",8459,"knolls_seamounts",65241.5703125,0,72900319,0.000896763235417981,0,0,-0.000269028970625394
"East Timor","TLS",8758,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Andaman and Nicobar",NA,8333,"knolls_seamounts",126599.1015625,0,72900319,0.00174013929116671,0,0,-0.000522041787350014
"Azores",NA,8361,"knolls_seamounts",522043.03125,21278.224609375,72900319,0.00717562430653918,0.0407595223681573,0.000292475019427877,-0.00186021227253388
"Myanmar","MMR",8482,"knolls_seamounts",4694.20068359375,0,72900319,6.45230728285259e-05,0,0,-1.93569218485578e-05
"Federal Republic of Somalia","SOM",8350,"knolls_seamounts",49422.26953125,0,72900319,0.000679322617684628,0,0,-0.000203796785305389
"Romania","ROU",5689,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Canada","CAN",8493,"knolls_seamounts",193089.0625,67987.96875,72900319,0.00265406199731138,0.352106783624785,0.000934513233414082,0.000138294634220668
"Algeria","DZA",8378,"knolls_seamounts",3776.28686523438,0,72900319,5.19060962345534e-05,0,0,-1.5571828870366e-05
"South Africa","ZAF",8396,"knolls_seamounts",55109.53125,8766.587890625,72900319,0.000757495586163867,0.1590757114383,0.00012049914928039,-0.000106749526568771
"Tonga","TON",8448,"knolls_seamounts",275052.5,1203.38903808594,72900319,0.00378067187267787,0.00437512488737946,1.65409116011685e-05,-0.00111766065020219
"Djibouti","DJI",8352,"knolls_seamounts",6.68367862701416,0,72900319,9.18689915240569e-08,0,0,-2.75606974572171e-08
"Sint-Maarten","SXM",21803,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Greece","GRC",5679,"knolls_seamounts",109872.75,1566,72900319,0.00151023101225681,0.0142528515942306,2.1525098490701e-05,-0.000431544205186343
"Slovenia","SVN",5692,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Colombia","COL",8426,"knolls_seamounts",162559.78125,42522.48046875,72900319,0.00223442867307348,0.261580571416708,0.000584483129092435,-8.5845472829607e-05
"Nicaragua","NIC",8425,"knolls_seamounts",22949.712890625,4441.5791015625,72900319,0.000315450083208183,0.193535279623341,6.10507200609018e-05,-3.3584304901553e-05
"Turkey","TUR",5697,"knolls_seamounts",8080.958984375,0,72900319,0.000111074992361422,0,0,-3.33224977084266e-05
"Sri Lanka","LKA",8346,"knolls_seamounts",10460.3310546875,0,72900319,0.000143780112514359,0,0,-4.31340337543078e-05
"New Zealand","NZL",8455,"knolls_seamounts",637723.4375,285990.875,72900319,0.00876568314304975,0.448455957838307,0.00393102283002348,0.00130131788710855
"Cook Islands","COK",8446,"knolls_seamounts",552451.25,551593.25,72900319,0.00759359359358933,0.998446921787217,0.00758180014882239,0.00530372207074559
"Brunei","BRN",26521,"knolls_seamounts",9423.4609375,132.776306152344,72900319,0.000129528049044037,0.0140899725730246,1.82504665846786e-06,-3.70333680547431e-05
"Abu musa, Greater and Lesser Tunb","ARE",48947,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Jersey","JEY",21789,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"China","CHN",8486,"knolls_seamounts",17480.943359375,0,72900319,0.000240280349630212,0,0,-7.20841048890637e-05
"Amsterdam and Saint Paul Islands","ATF",8386,"knolls_seamounts",152246.296875,152082.359375,72900319,0.00209266700835178,0.998923208620735,0.00209041364255751,0.00146261354005198
"Croatia","HRV",5673,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Iraq","IRQ",8470,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Chile","CHL",8465,"knolls_seamounts",506460.78125,90289.71875,72900319,0.00696144201665621,0.17827583515382,0.00124105688939428,-0.000847375715602583
"Netherlands","NLD",5668,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Ivory Coast","CIV",8473,"knolls_seamounts",10906.5732421875,0,72900319,0.000149913833482842,0,0,-4.49741500448525e-05
"Grenada","GRD",8419,"knolls_seamounts",284.260620117188,0,72900319,3.90724000322492e-06,0,0,-1.17217200096747e-06
"Falkland Islands","FLK",8389,"knolls_seamounts",13222.58984375,1416,72900319,0.000181748115382415,0.107089459533475,1.94633074475304e-05,-3.5061127167194e-05
"Norfolk Island","NFK",8310,"knolls_seamounts",84330.875,33720.828125,72900319,0.00115915095158493,0.39986337299358,0.000463502009309467,0.000115756723833989
"Guadeloupe","GLP",33177,"knolls_seamounts",26235.373046875,26130.630859375,72900319,0.000360612381081908,0.996007596792588,0.000359172671055044,0.000250988956730471
"Bahamas","BHS",8404,"knolls_seamounts",39671.17578125,5661,72900319,0.000545291165985517,0.142698064489321,7.78119939692583e-05,-8.57753558263967e-05
"Qatar","QAT",8468,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"United States","USA",8456,"knolls_seamounts",210308.796875,4513.55712890625,72900319,0.00289075195797906,0.0214615707758004,6.20400777414513e-05,-0.000805185509652267
"Brazil","BRA",8464,"knolls_seamounts",398212.03125,221285.890625,72900319,0.00547353332876013,0.555698656141495,0.00304163511513769,0.00139957511650965
"South Korea","KOR",8327,"knolls_seamounts",24862.939453125,0,72900319,0.000341747905808973,0,0,-0.000102524371742692
"Heard and McDonald Islands","HMD",8388,"knolls_seamounts",35612.609375,12316,72900319,0.000489505060222054,0.345832563694302,0.000169286789917927,2.24352718513107e-05
"Trinidade",NA,8381,"knolls_seamounts",45855.29296875,45764.234375,72900319,0.000630293548832882,0.998014218471746,0.000629041923546232,0.000439953858896368
"Wake Island","UMI",8319,"knolls_seamounts",77695.1953125,77624.1640625,72900319,0.00106794171861802,0.999085770365667,0.00106696537465112,0.00074658285906571
"Western Sahara","ESH",8368,"knolls_seamounts",1328.84777832031,0,72900319,1.82653763138531e-05,0,0,-5.47961289415592e-06
"Greenland","GRL",8438,"knolls_seamounts",177803.890625,1183.60534667969,72900319,0.00244396312754339,0.00665680229222875,1.62689793495534e-05,-0.000716919958913465
"Galapagos",NA,8403,"knolls_seamounts",187724.65625,37412,72900319,0.00258032676559019,0.199291881776984,0.000514238176713989,-0.000259859852963069
"Haiti","HTI",8408,"knolls_seamounts",17094.9609375,0,72900319,0.000234974915628591,0,0,-7.04924746885774e-05
"Howland and Baker islands","UMI",8451,"knolls_seamounts",93235.6875,5901.9375,72900319,0.00128155003594235,0.0633012707714522,8.1123745832351e-05,-0.000303341264950354
"Papua New Guinea","PNG",8324,"knolls_seamounts",371436.25,43.4224128723145,72900319,0.00510549288905916,0.000116904079427666,5.96852946219957e-07,-0.00153105101377153
"Alaska",NA,8463,"knolls_seamounts",407647.875,525,72900319,0.00560323158295018,0.00128787620933876,7.21626865109708e-06,-0.00167375320623396
"Saint-Barthélemy","BLM",48952,"knolls_seamounts",667.194274902344,666.638427734375,72900319,9.17076786698902e-06,0.999166888582714,9.16312759557375e-06,6.41189723547705e-06
"Tanzania","TZA",8479,"knolls_seamounts",3755.8056640625,0,72900319,5.16245765203563e-05,0,0,-1.54873729561069e-05
"Sierra Leone","SLE",8390,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Bangladesh","BGD",8481,"knolls_seamounts",459.929016113281,0,72900319,6.32185017277751e-06,0,0,-1.89655505183325e-06
"Fiji","FJI",8325,"knolls_seamounts",530564.875,3404.59545898438,72900319,0.00729275938063951,0.00641692584527836,4.67970961530218e-05,-0.00214103071803883
"Israel","ISR",8375,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"El Salvador","SLV",8428,"knolls_seamounts",3037.09301757812,0,72900319,4.17456745394568e-05,0,0,-1.2523702361837e-05
"French Polynesia","PYF",8440,"knolls_seamounts",1351920.125,6198.64306640625,72900319,0.0185825120320471,0.0045850660492285,8.52020450275195e-05,-0.00548955156458662
"Cayman Islands","CYM",8407,"knolls_seamounts",54264.54296875,6,72900319,0.000745880991031431,0.000110569437642832,8.24716417268238e-08,-0.000223681825667702
"Maldives","MDV",8345,"knolls_seamounts",163899,80.253791809082,72900319,0.00225283660123078,0.000489653944252753,1.10311032754962e-06,-0.000674747870041685
"Tunisia","TUN",8366,"knolls_seamounts",7668.76025390625,0,72900319,0.000105409208024844,0,0,-3.16227624074531e-05
"Nauru","NRU",8317,"knolls_seamounts",15668.943359375,0,72900319,0.000215373913828712,0,0,-6.46121741486135e-05
"Trinidad and Tobago","TTO",8420,"knolls_seamounts",9567.142578125,0,72900319,0.000131502992508761,0,0,-3.94508977526283e-05
"Cocos Islands","CCK",8308,"knolls_seamounts",112331.140625,30,72900319,0.00154402226406508,0.000267067527607062,4.12358208634119e-07,-0.000462794321010889
"Martinique","MTQ",33178,"knolls_seamounts",6511.52001953125,6495.12060546875,72900319,8.95026243579703e-05,0.997481476826715,8.9277209924455e-05,6.24264226170639e-05
"Costa Rica","CRI",8424,"knolls_seamounts",168449.140625,7237.15869140625,72900319,0.00231537952913606,0.0429634646075016,9.94767264529709e-05,-0.000595137132287847
"Kuwait","KWT",8357,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"South Georgia and the South Sandwich Islands","SGS",8383,"knolls_seamounts",369581.03125,367764.75,72900319,0.00507999239971335,0.995085566908407,0.00505502711695916,0.00353102939704515
"Guernsey","GGY",21788,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Indonesia","IDN",8492,"knolls_seamounts",742244.625,16863.3984375,72900319,0.0102023554644434,0.0227194618452104,0.000231792025705697,-0.00282891461362734
"Ireland","IRL",5681,"knolls_seamounts",2548.77172851562,5.49266862869263,72900319,3.50335648062663e-05,0.00215502571973815,7.54982332116172e-08,-1.04345712086683e-05
"Marshall Islands","MHL",8318,"knolls_seamounts",344922.71875,2148.80786132812,72900319,0.00474105714736534,0.00622982408672702,2.95359520132059e-05,-0.00139278119219639
"Antarctica","ATA",8489,"knolls_seamounts",1091908.75,166836.421875,72900319,0.015008584538064,0.152793373873962,0.00229321226864337,-0.00220936309277583
"Malta","MLT",5685,"knolls_seamounts",7045.703125,735,72900319,9.68451173064272e-05,0.104318900038809,1.01027761115359e-05,-1.89507590803922e-05
"Glorioso Islands",NA,48945,"knolls_seamounts",5398.67236328125,5396.8193359375,72900319,7.42062288241727e-05,0.999656762400261,7.41807584563054e-05,5.19188898090536e-05
"Cambodia","KHM",8331,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Republic of Mauritius","MUS",8343,"knolls_seamounts",406308.59375,3452.02978515625,72900319,0.00558482279571327,0.00849607869057348,4.74490939452885e-05,-0.00162799774476869
"Guam","GUM",48957,"knolls_seamounts",96483.4375,16129.1064453125,72900319,0.0013261912483454,0.167169691122505,0.00022169898135527,-0.00017615839314835
"Saint Lucia","LCA",8416,"knolls_seamounts",576.872985839844,0,72900319,7.92927703501112e-06,0,0,-2.37878311050334e-06
"Solomon Islands","SLB",8314,"knolls_seamounts",477631.25,10.8053512573242,72900319,0.00656517222125584,2.26227895627101e-05,1.48522509604421e-07,-0.00196940314386715
"Eritrea","ERI",8351,"knolls_seamounts",2607.97705078125,0,72900319,3.5847358160635e-05,0,0,-1.07542074481905e-05
"Ecuador","ECU",8431,"knolls_seamounts",43625.80859375,0,72900319,0.000599648676064457,0,0,-0.000179894602819337
"Morocco","MAR",8367,"knolls_seamounts",12963.931640625,0,72900319,0.00017819278760611,0,0,-5.3457836281833e-05
"Comores","COM",8334,"knolls_seamounts",5960,365,72900319,8.19218307819783e-05,0.061241610738255,5.01702487171511e-06,-1.95595243628784e-05
"Jan Mayen","SJM",8437,"knolls_seamounts",137245.0625,788,72900319,0.00188647093721259,0.00574155445482784,1.08312756134562e-05,-0.000555110005550321
"Malaysia","MYS",8483,"knolls_seamounts",30667.421875,1322.2236328125,72900319,0.000421532104926727,0.0431149262628553,1.8174325621342e-05,-0.000108285305856676
"Prince Edward Islands",NA,8384,"knolls_seamounts",181135.9375,54545.77734375,72900319,0.00248976302355873,0.301131725137371,0.000749746634467476,2.81772739985802e-06
"Madeira",NA,8363,"knolls_seamounts",54179.296875,3282,72900319,0.000744709260147704,0.0605766443882076,4.51119880245726e-05,-0.000178300790019739
"France","FRA",5677,"knolls_seamounts",9738.0166015625,4353.78515625,72900319,0.000133851702715654,0.447091572584855,5.98439682603023e-05,1.9688457445606e-05
"Europa Island","ATF",8341,"knolls_seamounts",2422.306640625,0,72900319,3.32952675696885e-05,0,0,-9.98858027090656e-06
"Guinea","GIN",8472,"knolls_seamounts",4764.0263671875,0,72900319,6.54828459553049e-05,0,0,-1.96448537865915e-05
"Dominican Republic","DOM",8409,"knolls_seamounts",45837.23828125,9119.3701171875,72900319,0.000630045382213051,0.198951124874332,0.000125348237513165,-6.366537715075e-05
"Bermuda","BMU",8402,"knolls_seamounts",116484.5078125,0,72900319,0.00160111143250632,0,0,-0.000480333429751895
"Antigua and Barbuda","ATG",8414,"knolls_seamounts",21311.365234375,72.7187881469727,72900319,0.000292930546386477,0.00341220693030393,9.99539640477656e-07,-8.68796242754655e-05
"Svalbard","SJM",33181,"knolls_seamounts",80987.4765625,0,72900319,0.00111319502523701,0,0,-0.000333958507571102
"Yemen","YEM",8353,"knolls_seamounts",133715.90625,344,72900319,0.00183796171890459,0.00257261839408129,4.72837412567123e-06,-0.000546660141545707
"Mozambique","MOZ",8347,"knolls_seamounts",20897.177734375,0,72900319,0.000287237425868522,0,0,-8.61712277605567e-05
"Collectivity of Saint Martin","MAF",8495,"knolls_seamounts",202.43098449707,200.425491333008,72900319,2.78246927130843e-06,0.990092953561212,2.75490321902308e-06,1.92016243763055e-06
"Saint Vincent and the Grenadines","VCT",8421,"knolls_seamounts",3466.41284179688,0,72900319,4.76467929943222e-05,0,0,-1.42940378982967e-05
"Jarvis Island","UMI",8442,"knolls_seamounts",55698.18359375,51674.50390625,72900319,0.000765586773696434,0.927759229693237,0.000710280195427935,0.000480604163319004
"Kerguélen","ATF",8387,"knolls_seamounts",46034.078125,46029.44921875,72900319,0.000632750999724936,0.999899446096489,0.000632687374141963,0.000442862074224482
"Liberia","LBR",8391,"knolls_seamounts",14344.6015625,0,72900319,0.000197170473462756,0,0,-5.91511420388269e-05
"Venezuela","VEN",8433,"knolls_seamounts",37023.2421875,1135.27185058594,72900319,0.000508894594208821,0.0306637610189968,1.56046222206786e-05,-0.000137063756041968
"Dominica","DMA",8417,"knolls_seamounts",3606.986328125,18.7240505218506,72900319,4.95790140277795e-05,0.00519105114867009,2.57367197718835e-07,-1.4616337010615e-05
"Christmas Island","CXR",8309,"knolls_seamounts",111342.6171875,39,72900319,0.00153043473893573,0.000350270192897696,5.36065671224355e-07,-0.000458594356009495
"United States Virgin Islands","VIR",33180,"knolls_seamounts",5099.078125,230.402404785156,72900319,7.00882240436808e-05,0.045185109766318,3.16694409674e-06,-1.78595231163642e-05
"Navassa Island",NA,48951,"knolls_seamounts",5638.10595703125,1086,72900319,7.74973090843587e-05,0.192617877045332,1.49273671525551e-05,-8.32182557275251e-06
"Lithuania","LTU",5684,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Taiwan","TWN",8321,"knolls_seamounts",52483.5703125,33,72900319,0.000721401034559511,0.000628768199333809,4.53594029497531e-07,-0.000215966716338356
"Sint-Eustatius","BES",26526,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Montenegro","MNE",5691,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Denmark","DNK",5674,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Palau","PLW",8315,"knolls_seamounts",252022.546875,247640.5,72900319,0.00346411886549278,0.982612480790564,0.00340388643217525,0.00236465077252742
"Chagos Archipelago",NA,62589,"knolls_seamounts",191910.3125,189869.625,72900319,0.00263785975603047,0.989366452102463,0.00260980994796773,0.00181845202115859
"Juan de Nova Island","ATF",8339,"knolls_seamounts",9595.380859375,0.233083963394165,72900319,0.000131891135411133,2.42912675182074e-05,3.20380285355195e-09,-3.95641368204863e-05
"Benin","BEN",8393,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Vanuatu","VUT",8313,"knolls_seamounts",191903.9375,2027.16918945312,72900319,0.00263777212991113,0.0105634580293753,2.78639951853723e-05,-0.000763467643787967
"Tristan Da Cunha","SHN",8382,"knolls_seamounts",201922.015625,185000.9375,72900319,0.00277547335489719,0.916199934550846,0.00254288850610442,0.00171024649963526
"Lebanon","LBN",8374,"knolls_seamounts",923.234313964844,0,72900319,1.26901082618698e-05,0,0,-3.80703247856093e-06
"Ukraine","UKR",5695,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Niue","NIU",8447,"knolls_seamounts",56405.3046875,25954.111328125,72900319,0.000775306346613306,0.460136000894198,0.000356746361798537,0.000124154457814546
"Line Group","KIR",8441,"knolls_seamounts",413562.25,140.4150390625,72900319,0.00568452628562319,0.000339525764410316,1.93004313243674e-06,-0.00170342784255452
"India","IND",8480,"knolls_seamounts",106663.0625,0,72900319,0.00146611297933097,0,0,-0.000439833893799291
"Poland","POL",5687,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Germany","DEU",5669,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Argentina","ARG",8466,"knolls_seamounts",46696.4453125,27799.802734375,72900319,0.000641855417954787,0.595330170173218,0.000382115895197625,0.000189559269811189
"Hala'ib Triangle","SDN",26582,"knolls_seamounts",1096.39916992188,0,72900319,1.50703065885641e-05,0,0,-4.52109197656922e-06
"Singapore","SGP",8485,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Cyprus","CYP",8376,"knolls_seamounts",12273.6708984375,1298,72900319,0.000168704964834814,0.105754831683261,1.78413651602362e-05,-3.27701242902078e-05
"Ascension","SHN",8379,"knolls_seamounts",183712.453125,183595.140625,72900319,0.00252517793581349,0.999361434143388,0.00252356544340181,0.00176601206265776
"Belize","BLZ",8457,"knolls_seamounts",7180.32958984375,555.4189453125,72900319,9.86955949023509e-05,0.0773528482728864,7.63438537768381e-06,-2.19742930930215e-05
"Montserrat","MSR",8415,"knolls_seamounts",613.703063964844,5.31641387939453,72900319,8.43551653632711e-06,0.00866284395754472,7.30755634554899e-08,-2.45757939744264e-06
"Japan","JPN",8487,"knolls_seamounts",1352706.5,104855.890625,72900319,0.018593320971591,0.077515625617974,0.00144127290742867,-0.00413672338404862
"Aruba","ABW",26519,"knolls_seamounts",1402.00170898438,0,72900319,1.92708971072924e-05,0,0,-5.78126913218772e-06
"Honduras","HND",8427,"knolls_seamounts",46992.38671875,2302.8828125,72900319,0.000645923213559517,0.0490054447815724,3.16537543752267e-05,-0.000162123209692628
"Canary Islands",NA,8364,"knolls_seamounts",28606.841796875,3352,72900319,0.000393208867934634,0.117174766225546,4.60741571780522e-05,-7.18885032023379e-05
"Samoa","WSM",8445,"knolls_seamounts",27051.666015625,25,72900319,0.000371832551292387,0.000924157498675314,3.43631840528433e-07,-0.000111206133547188
"Tokelau","TKL",8449,"knolls_seamounts",136389.515625,32.2012138366699,72900319,0.00187471121132001,0.00023609742793725,4.4261449511778e-07,-0.000561970748900884
"Curaçao","CUW",26517,"knolls_seamounts",3977.1162109375,31.4639568328857,72900319,5.46665505423968e-05,0.00791124904682353,4.32480695871667e-07,-1.59674844668474e-05
"Namibia","NAM",8395,"knolls_seamounts",11264.728515625,0,72900319,0.000154836775715093,0,0,-4.6451032714528e-05
"Barbados","BRB",8418,"knolls_seamounts",30145.056640625,11.7093925476074,72900319,0.000414352051850073,0.000388434916119124,1.6094880450417e-07,-0.000124144666750518
"Peru","PER",8432,"knolls_seamounts",141146.453125,483.330322265625,72900319,0.00194009661885616,0.00342431787384402,6.64350752893349e-06,-0.000575385478127913
"Sweden","SWE",5694,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Egypt","EGY",8490,"knolls_seamounts",10694.6533203125,280,72900319,0.0001470009361709,0.0261813068281692,3.84867661391844e-06,-4.02516042373515e-05
"American Samoa","ASM",8444,"knolls_seamounts",100477.96875,6994.96435546875,72900319,0.00138109717336483,0.069616896544485,9.61476990360203e-05,-0.00031818145297343
"Russia","RUS",5690,"knolls_seamounts",199398.625,1468,72900319,0.00274078866030355,0.00736213702576936,2.01780616758296e-05,-0.000802058536415235
"Palmyra Atoll","UMI",8443,"knolls_seamounts",96591.5078125,19744,72900319,0.00132767670436103,0.204407203564172,0.000271386682375735,-0.000126916328932575
"Madagascar","MDG",8348,"knolls_seamounts",86842.1640625,16.8297080993652,72900319,0.00119366930689076,0.000193796507503578,2.31328942789645e-07,-0.000357869463124438
"Bonaire","BES",26520,"knolls_seamounts",1721.01940917969,1625.53588867188,72900319,2.36558826864629e-05,0.944519207628622,2.23434355707736e-05,1.52466707648347e-05
"Albania","ALB",5670,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Guatemala","GTM",8430,"knolls_seamounts",7787.322265625,0,72900319,0.00010703887531699,0,0,-3.21116625950971e-05
"Clipperton Island",NA,8401,"knolls_seamounts",165757.296875,1448,72900319,0.00227837940024696,0.00873566369203015,1.99031562034068e-05,-0.000663610663870682
"Gambia","GMB",8370,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Democratic Republic of the Congo","COD",8477,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Iceland","ISL",5680,"knolls_seamounts",55340.70703125,0,72900319,0.000760673160531728,0,0,-0.000228201948159518
"Pitcairn","PCN",8439,"knolls_seamounts",280209.28125,279567.5625,72900319,0.00385155324196347,0.997709859048432,0.0038427326421569,0.00268726666956786
"Ghana","GHA",8400,"knolls_seamounts",4077.1328125,0,72900319,5.60413060975296e-05,0,0,-1.68123918292589e-05
"Anguilla","AIA",8412,"knolls_seamounts",25102.15234375,9.81571388244629,72900319,0.000345035952444317,0.000391030766925061,1.3491967310102e-07,-0.000103375866060194
"Libya","LBY",8372,"knolls_seamounts",20808.37890625,0,72900319,0.000286016861678708,0,0,-8.58050585036124e-05
"Islas San Félix and San Ambrosio","CHL",22756,"knolls_seamounts",141709.515625,91868,72900319,0.00194783606698446,0.648283917948788,0.00126275079702664,0.000678399976931305
"Bouvet","BVT",NA,"knolls_seamounts",50.7192993164062,50.7192993164062,72900319,6.97150646976365e-07,1,6.97150646976365e-07,4.88005452883456e-07
"Spain","ESP",5693,"knolls_seamounts",62088.88671875,7371.69921875,72900319,0.000853428736781017,0.118728159068825,0.000101326022814443,-0.000154702598219862
"Colombian Exclusive Economic Zone (Quitasueño)",NA,62598,"knolls_seamounts",67.538703918457,67.538703918457,72900319,9.2833796537617e-07,1,9.2833796537617e-07,6.49836575763319e-07
"Saint-Pierre and Miquelon","SPM",8494,"knolls_seamounts",726.161499023438,0,72900319,9.98128849721238e-06,0,0,-2.99438654916371e-06
"Serrana Bank",NA,62596,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Italy","ITA",5682,"knolls_seamounts",104357.6328125,4205.2998046875,72900319,0.00143442421746199,0.0402970026374898,5.78029964743449e-05,-0.000372524268764252
"Belgium","BEL",3293,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Oman","OMN",8354,"knolls_seamounts",110176.8125,0,72900319,0.00151441043451724,0,0,-0.000454323130355172
